chunk_id,source,snippet,icd_codes
556,data/ms_guide.pdf,"2.3   COMMUNITY MEDICINE  22  2.3 Community Medicine     Expert Students  Abdulaziz Alajaji   Community Medicine  Security Forces Hospital  Riyadh, Saudi Arabia  Alwaleed Abdulaziz Aljaser   Asma Ibrahim Abdulla   Turki Naif    Introduction    Commun...",'Z419'; 'Z418'; 'Z759'; 'Z758'
557,data/ms_guide.pdf,and collaborative solutions for the improvement of general health within the  community. They meticulously investigate the different health concerns affecting  the entire population of communities in order to find effective and  comprehensive solutio...,'Y93E8'; 'R460'; 'Y92538'; 'Z418'
558,data/ms_guide.pdf,"being, and (3) orienting people about t he role and the scope of tertiary  healthcare (hospital interventions). The community members must be well  aware of the different services their community health center offers. The  community’s health, as a wh...",'Z7689'; 'Y92538'; 'Z762'; 'Y92532'
559,data/ms_guide.pdf,"health needs and properly evaluate population health or diseas es. It has to be  considered that different communities have different needs depending on a wide  variety of factors, such as location, accessibility to medical institutions, and level  o...",'Z759'; 'Z758'; 'Z418'; 'Z789'
560,data/ms_guide.pdf,"The Specialty by an Expert    Specialists in Community Medicine utilize their expertise on promoting,  maintaining, and restoring community’s health. Their skills and familiarity abou t  the population's health that they acquire during their degree a...",'Z710'; 'Z418'; 'Z7185'; 'Z91A4'
561,data/ms_guide.pdf,implementing their mission through interdisciplinary partnerships in developing  strategies.    The duty of Community Medicine Physician does not end merely in his clinical  duties. He must have the power to implement and evaluate health programs and...,'Z710'; 'Z91A4'; 'Z418'; 'Z91A48'
562,data/ms_guide.pdf,2.3   COMMUNITY MEDICINE  23  knowledgeable of the different community health guidelines and be able to  develop public policies that will lead to a better health of the community.    Some of the Community Medicine specialist careers are:    Communi...,'Y92531'; 'Z7184'; 'Z758'; 'Z710'
563,data/ms_guide.pdf," The assessment and control of professional and environmental health  problems   Educational activity and research     Being a resident in a Community Medicine field, one must be able to  comprehensively absorb and implement all the core concepts o...",'Z556'; 'Z712'; 'Z758'; 'Z759'
564,data/ms_guide.pdf,"the community with which they work. Aside from the routine clinical services, a  resident must be able to come up with ideas on how they can incorporate their  observations in research work, from methodology to analysis.     It is of high priority fo...",'Z7184'; 'Z712'; 'Z418'; 'Y92531'
565,data/ms_guide.pdf,"Countries (GC).     Last but not least, residents must show exceptional skills in recognizing and  diagnosing health system problems. After which, they should come up with  inventive solutions to the problems.  Good judgm ent, good communication , an...",'Z758'; 'Z759'; 'Y92531'; 'Z7689'
566,data/ms_guide.pdf,"Medicine physician, one must have the passion and great interest in its fields of  practice such as healthcare policy, health promotion, infectious diseases,  environmental health, preventive medicine, and health organization.    Residency Program   ...",'Y92531'; 'Z20818'; 'F40232'; 'Z2912'
567,data/ms_guide.pdf, Clinical Preventive Medicine   Maternal and Child Health...,'O355XX0'; 'O361120'; 'O361110'; 'P0419'
568,data/ms_guide.pdf,2.3   COMMUNITY MEDICINE  24   Environment and Health    Occupational Health   Principles of Health Informatics   Surveillance systems   Social and Behavioral Sciences   Health Administration  R2   Ethics in Community Medicine   Research Meth...,'Z418'; 'Z556'; 'Z7689'; 'Y92538'
569,data/ms_guide.pdf, Clinical Preventive Medicine   Public Health Programs   Field Project   R3 Subspecialty in one of the Community Medicine  branches  R4 Thesis  Working hours per day 8   Clinics per week 4-6  Number of on-calls per  month  Not Applicable  Yearly a...,'Z759'; 'Y92531'; 'Z764'; 'Z758'
570,data/ms_guide.pdf, Prince Sultan Military Medical City   King Faisal Specialist Hospital & Research Center   Please refer to SCFHS web site link below for updated information on the  Community Medicine Training Program   http://www.scfhs.org.sa/en/MESPS/TrainingProg...,'Z764'; 'Z741'; 'Z750'; 'R402363'
571,data/ms_guide.pdf,"2.4   DERMATOLOGY  25  2.4 Dermatology     Expert Students  Sultan Al-Khenaizan   Dermatologist and Laser surgeon   King Fahad National Guard Hospital  King Abdulaziz Medical City  Riyadh, Saudi Arabia  Ohood Alamer  Mohammed Waleed Alshakha   Maryah...",'L99'; 'L986'; 'L988'; 'L309'
572,data/ms_guide.pdf,"common; there are over 1 ,000 different conditions de scribed. They range from  irritating conditions including  acne, dermatitis, psoriasis, warts, and infections   to life-threatening melanoma.    Dermatology offers an interesting clinical career i...",'L308'; 'L011'; 'L988'; 'L981'
573,data/ms_guide.pdf,"often results in a  profound impact on the quality-of-life. A dermatologist ; thus,  has a lot of opportunities to improve a patient’s physical and psychological well - being and this results in a high level of job satisfaction.    Dermatology is the...",'L503'; 'L986'; 'L309'; 'L981'
574,data/ms_guide.pdf,"only the largest organ in the body, but is also the first organ used by all human  beings in interaction and communication.  Skin is the largest sensory organ and it  provides an important safety guard against environmental hazards.    A Dermatology ...",'L988'; 'L986'; 'L308'; 'Z872'
575,data/ms_guide.pdf,"lasers and cosmetics.  Now adays, one of the main advantages of Dermatology is  the integration of surgery and medicine.  In fact, there is a trend to incorporate  dermatology into surgical departments.      The Specialty by an Expert    Most of the ...",'Z411'; 'L308'; 'Z48817'; 'L26'
576,data/ms_guide.pdf,"monotonous nature of clinic work.  On -calls are usually not busy and mostly  solved by phone.  If emergency room visits are necessary, they are usually for...",'Z7689'; 'Y92538'; 'Y740'; 'Y748'
577,data/ms_guide.pdf,"2.4   DERMATOLOGY  26  very interesting rare cases. Dermatology is one of the fastest evolving specialties  in medicine. Over the last two decades, with the evolution of lasers and office  cosmetic procedures, Dermatologists serve a wider population ...",'L99'; 'L988'; 'L011'; 'L986'
578,data/ms_guide.pdf,"becoming more and more invasive. One of the major challenges in Dermato logy  is to keep the fine balance between Cosmetic Dermatologists and Medical  Dermatology.    There are many special and unique procedures, such as:   Cryotherapy using liquid ...",'L26'; 'Z411'; 'L568'; 'L308'
579,data/ms_guide.pdf," Surgical laser   Fillers and Botox   Curettage and skin biopsies    Dermatology, just like any other branch  of medicine, is based on respect,  empathy and confidentiality . The mere fact that  many patients have chronic  diseases enables the for...",'Z411'; 'Z48817'; 'A4852'; 'L987'
580,data/ms_guide.pdf,"The lifestyle of Dermatologists is excellent.  Dermatology is neither physically  demanding nor exhausting.  The practice of dermatology can be anywhere and  can be hospital or clinic based.  Dermatologists, practicing cosmetic dermatology  need to b...",'Z411'; 'L308'; 'L011'; 'E13620'
581,data/ms_guide.pdf,"specialty than men.    Dermatologic problems constitute a major portion of the consultations in Family  Medicine clinics, and with the evolution of lasers and cosmetic procedures, any  adult can be helped as a client with many simple office-based pro...",'L308'; 'Z411'; 'L309'; 'E13620'
582,data/ms_guide.pdf, Rheumatologists   Pediatricians   Infectious Diseases   Plastic Surgeons   Oncologists    There are many emergenc y cases  in Dermatology despite the common  misconception.  Emergenc y cases  are mostly either drug induced reactions or  life-th...,'Z409'; 'Z408'; 'T8189XS'; 'L308'
583,data/ms_guide.pdf,"2.4   DERMATOLOGY  27  Dermatology has many advantages, such as:   It combines the surgical and medical practice and interest   Dermatologists serve all kind s of patients; children and adults  of both  genders   It involves performing diverse  pr...",'L308'; 'L011'; 'L981'; 'L218'
584,data/ms_guide.pdf,practice   Dermatologists see t he highest number of patients among all other  specialties    Dermatologists like other doctors need to have the following traits to be  successful:   Good listening skills   Empathy   The ability to adjust to pers...,'L981'; 'L308'; 'L503'; 'L309'
585,data/ms_guide.pdf,"knowledge, especially during Residency Training   Must have the ability to deal with patients of  different psycholog ical  backgrounds and perspectives    While no Fellowship or Sub specialty Programs are available in the Kingdom,  similar training...",'Z7187'; 'Z411'; 'L308'; 'L309'
586,data/ms_guide.pdf,"Specialty Dermatology   Duration  4 years  Rotations R1  Junior Resident  This will be devoted to basic training in  General  Medicine, Pediatrics, and other  related clinical  specialties. Training rotations will be as follows:   Internal Medicine ...",'L309'; 'L981'; 'L308'; 'L211'
587,data/ms_guide.pdf,"2.4   DERMATOLOGY  28  R2  Junior Resident  This will be devoted to training in general Dermatology  and related specialties such as Basic Science, Pediatric  Dermatology, Dermatopathology, Allergy,  Dermatosurgery and Sexually Transmitted Diseases. ...",'L309'; 'L308'; 'L981'; 'L303'
588,data/ms_guide.pdf,"R3  R4  Senior Resident  Training at this stage will be a continuation of training in  Dermatology and its subspecialties, but the Resident will  function as a Senior Resident and will  gain supervisory  teaching and  leadership skills. The trainee w...",'L309'; 'Z022'; 'Z751'; 'L981'
589,data/ms_guide.pdf,1. Year 2011: 210 applicants   Riyadh = 63   Makkah = 76   Eastern Region = 50   Abha = 21  2. Year 2012: 374 applicants    Riyadh = 119   Makkah= 127   Eastern Region = 85   Abha = 43  3. Year 2013: 377 applicants    Riyadh = 108   Makkah=...,'Z022'; 'Z020'; 'Z751'; 'Z555'
590,data/ms_guide.pdf,Year 2011: 16 graduates  Year 2010: 15 graduates   Hospitals that offer the  program  Riyadh   King Khalid University Hospital   King Abdulaziz Medical City in Riyadh   King Fahad Medical City...,'Z758'; 'Z759'; 'Z764'; 'Z022'
591,data/ms_guide.pdf,2.4   DERMATOLOGY  29   King Faisal Specialty Hospital & Research Center   King Saud Medical City   Prince Sultan Military Medical City   Security Forces Hospital  Makkah   Hera General Hospital in Makkah   King Abdulaziz Medical City in Jeddah...,'L308'; 'L309'; 'L218'; 'L99'
592,data/ms_guide.pdf,Asir   Asir Central Hospital in Abha   Southern Region Armed Forces Hospital  Please refer to SCFHS web site link below for updated information on The  Dermatology Training Program  http://www.scfhs.org.sa/en/MESPS/TrainingProgs/TrainingProgsStatem...,'L219'; 'L218'; 'L309'; 'L303'
593,data/ms_guide.pdf,"2.5   EMERGENCY MEDICINE  30  2.5 Emergency Medicine    Expert Students  Abdulhadi Tashkandi   Emergency Medicine  King Abdulaziz Medical City  Jeddah, Saudi Arabia  Ala Faisal Arab   Lamia Hassan Aseery   Ahmad Salem Banjar     Introduction    Emerg...",'Y92532'; 'R402252'; 'R0603'; 'R402121'
594,data/ms_guide.pdf,"do not build long-term relationships with their patients. They treat them as fast  as they can to save their lives, and then refer them to another department or  send them back home. Emergency Medicine is a specialty that will keep your  adrenalin le...",'R402352'; 'R402252'; 'R402342'; 'R402121'
595,data/ms_guide.pdf,from the point of injury or the beginning of an illness through to the hospital or  other emergency treatment facility.    Emergency Medicine involves an immediate care of urgent and life -threatening  situations found in the critically ill and injur...,'Y92532'; 'R402252'; 'R402121'; 'Y748'
596,data/ms_guide.pdf,"asthma attacks, cardiac arrest, stab wounds, threatened abortion, dislocated  shoulders or even foreign bodies stuck in ears.    During the 1960s, physi cians began to realize that patients would have better  clinical outcomes if they received prompt...",'Y800'; 'Y808'; 'R402131'; 'Y801'
597,data/ms_guide.pdf,"American College of Emergency Physicians in 1968. Over the following 5 years,  they worked to establish the first Residency Program at the University of  Cincinnati. In 1979, the American Board of Medical Specialties recog nized  Emergency Medicine a...",'R402252'; 'Z764'; 'R402121'; 'Z8711'
598,data/ms_guide.pdf,"Emergency Medicine Residency Training Pro gram shortly thereafter, and the  first batch graduated from SCFHS emergency residency program were 4  physicians in 2004.    When dealing with acute problems, whether non-urgent or life-threatening, their  p...",'R402252'; 'N410'; 'J22'; 'Y92532'
599,data/ms_guide.pdf,"2.5   EMERGENCY MEDICINE  31  breathing, and circulation), take quick histories, perform focused physical  examinations, and order relevant laboratory and radiology tests.     The contemporary Emergency Medicine Physician (EMP ) must be completely  s...",'R402121'; 'R402351'; 'R402111'; 'R402141'
600,data/ms_guide.pdf,"Thus, med ical students interested in this specialty should carefully consider  whether having their own group of long -term patients is important to them or  not. Unlike world -renowned experts in other specialties, Emergency Physicians  and other h...",'R402121'; 'R402241'; 'R402141'; 'R402351'
601,data/ms_guide.pdf,"doctor on the case. This initial evaluation is  both a privilege and a challenge.  Patients do not arrive in the ER with their medical chart or old records. They  may answer your questions poorly. Hence, EMP s often have to piece the clinical  histor...",'R402211'; 'R402241'; 'R402231'; 'R402121'
602,data/ms_guide.pdf,"information.     While one case is being stabilized, many more are waiting to be evaluated,  treated, discharged, or admitted. The EMP constantly juggles many tasks at once,  whether acquiring data, making decisions , or performing procedures. Patien...",'R402121'; 'R402241'; 'R402351'; 'R402251'
